time,path_0,path_1,path_2,path_3,path_4,path_5,path_6,path_7,path_8,path_9,path_10,path_11,path_12,path_13,path_14,path_15,path_16,path_17,path_18,path_19,path_20,path_21,path_22,path_23,path_24,path_25,path_26,path_27,path_28,path_29,path_30,path_31,path_32,path_33,path_34,path_35,path_36,path_37,path_38,path_39,path_40,path_41,path_42,path_43,path_44,path_45,path_46,path_47,path_48,path_49
0.0,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875,751.280029296875
0.001232876712328767,751.7338706550706,750.8031777487032,753.5917271764208,751.6586813920483,749.3464534728203,752.5852587747986,755.9870054432815,754.6986545636557,748.7397955133717,746.7123080750786,749.0302302736435,751.429201376846,742.8874955414074,750.490269245095,746.7827341233294,748.6368047170497,749.3154480383512,750.1382982849059,752.7658690582166,755.0431315916965,750.8160649015337,756.2124761820063,748.878913229041,752.5488555682609,754.5412351610207,751.6193802383738,748.596261574129,747.9529286761439,749.6278019437729,752.0748553381771,747.6356669177151,750.5249799048071,750.7052836698501,753.2322894026262,752.0548723446335,752.5627983203744,748.9199406758174,750.8121702010726,754.1099017732814,756.6707843072808,746.7352507529561,756.7447554077268,756.1381606592446,754.1002854308733,752.2346200182417,750.1468796429666,756.5429651410918,758.3558642792304,757.7832900817684,756.0270859198955
0.002465753424657534,753.3459449113944,748.9448163722827,750.5604532074158,745.8199777041775,743.616879819716,752.1629323357571,751.0097248891719,754.6461004823384,745.8513330956637,745.0796863119529,756.9083754019664,751.6026636049022,741.504626808421,749.8823173922639,741.4662973060443,753.456005389441,752.6581424602414,748.1437926982042,753.6056234256514,752.5447142167357,752.153841320568,751.5519977376888,749.8142436634915,757.7615669080487,756.1254346866258,749.2915640077902,751.9917734928905,755.2817857273683,752.5116464192952,752.3902799379563,744.5288042595207,752.0848583155007,757.3302181436251,746.08741586656,755.6710767835492,753.0572038125158,754.6887753870243,750.342496103704,747.1983581124514,763.990211622316,742.0089603031244,759.2601943032555,755.7256049096208,753.9563945830005,752.7098340709276,748.3641703049926,757.2093398894674,759.3560832737384,760.7462553527596,756.4579522663886
0.0036986301369863013,756.4755086678174,750.172411736658,750.1604000183655,749.5038436511616,748.3877631748823,749.8071090685008,749.7724747896698,755.0325813646355,752.6088890685157,746.6853898585571,757.7501605207719,758.9201979965048,740.4451896419531,753.3709597416013,738.5378279968232,753.7942440171291,755.9891372952615,745.3557097183675,751.4770051072111,752.0029998780183,757.030411284692,745.0070577676399,747.4878387222047,760.9422443204982,748.4906567390497,756.9080622105785,752.5636223700683,763.0817840143809,748.6193448434143,755.101039220214,741.7434741711097,752.9554216209659,755.0116569144104,743.9908740544058,749.2005348809846,744.8897978088822,754.4847503298922,758.6004972094075,746.0161889140003,762.5208276977188,744.0810357014117,757.0244298935033,754.0064616633593,749.302551142072,749.5702264493597,752.0016158108664,754.3340849149514,759.9967090854522,759.4396289400412,753.3490808979458
0.004931506849315068,751.7790588108622,747.4698210954266,749.8728703837974,752.511461408723,754.1250463544918,751.0004939802556,745.5040759528689,752.2387292545255,754.099355238463,744.6184159198853,754.1538964742972,757.9009383068293,740.3856163729665,754.7846898654553,734.8127927249454,753.2983617636623,758.5927446250854,747.8514523207664,755.2965390537026,754.2132181547308,757.3662872716096,754.5119674277566,747.3104841223667,766.4722761104264,746.4257921562946,761.3228205306492,747.574074778408,765.8583491811842,746.0432395435517,754.0527280028215,740.638589892707,751.0888928290092,745.6572787487646,750.9498356761146,747.5500039004821,740.2281613250997,758.5577983279395,764.1015574128501,745.7390173565067,761.8634813821885,739.446660518307,758.3879853704972,750.4481592035756,757.0178242776816,748.9922002724968,753.8258693196357,751.4395475237181,758.2951614716012,760.6677965697356,749.263001320148
0.0061643835616438354,754.19699909099,741.2420155148719,749.7448025066425,743.8112693306537,756.9805254915971,749.3879326171863,746.2796495161653,756.2835470793358,757.6115986166017,744.1555989314963,756.7116228599054,755.0283076728175,744.0472404509682,757.2897129440069,734.6747667219075,749.0994051603723,756.4490201246402,748.114625241115,755.2169731651404,750.6193695135697,757.287718612174,756.8309613469795,744.0225933485286,763.492967573728,742.5407228161049,761.4858928646239,750.5778212156567,770.0516579259115,747.5273839153425,752.5171828697755,735.4698167244978,752.9636384857238,746.481179855959,750.0859841132988,754.4483354892948,737.3371941741743,760.466708325818,760.526729394406,747.1778521436416,763.5238042048688,734.8775818032891,766.4077826080993,755.0911753821784,751.3917396500806,749.7434256547513,755.8684970002942,755.2740262076297,757.1187371258601,758.2658377074492,746.3503594144653
0.0073972602739726025,756.0129125013182,734.6186981516008,745.6909717545333,742.304757593947,763.2008473586322,745.7608406852173,756.1270955535622,756.4252057528944,754.8754084138219,738.2485339517746,759.7276528523505,749.2254937563079,742.9959857199954,759.2752730419221,729.2598448413053,749.5244318219802,751.1836011358729,751.2891548451806,752.7335219584008,752.9602370464445,761.5294674743294,758.9768937246865,743.7106321101618,763.3852725155598,739.002444319483,761.1754386398301,754.4061447521505,772.2743162487002,742.9179854768521,757.7202591164246,730.6423575402305,748.9853590668771,746.6424318963575,753.0982292143988,755.7147237086558,729.0045264555963,762.1267857751815,757.4979128643015,747.297812254198,765.6204699758105,741.5522919556348,765.8439232569733,754.630746863524,751.4451346316715,752.19530397943,751.0137852579302,752.7304480131107,751.3172212786588,763.2798783112596,746.4676590243846
0.00863013698630137,757.1556272980878,730.4542218960954,747.2673571271313,737.1604633763785,759.2074251557052,739.7905417767153,760.5674856875162,755.9997584260417,755.6139299463443,743.0380527697768,761.1245433228659,747.713413489323,735.8965526661482,758.7203242840222,730.6018782280717,754.9828335554884,755.0701900153061,747.6789323853316,754.6090773479997,755.2582805632662,758.3169902019757,758.4162305574387,742.3119031875366,762.307029242455,741.7502936065725,765.1623957458143,751.3092330138414,770.5846276840742,738.0485149576984,752.2507514728635,733.5405727908583,748.6157973823524,739.191988816614,754.7810537548186,750.9030731570971,733.4566257213924,758.7277556965669,759.0292927431518,745.9134575685125,761.9597509063944,740.3729396035924,767.4339983983461,753.512741963566,747.232187287558,752.8221207023195,750.5220978575825,750.3077336467379,752.6823068132377,761.0896028372715,743.7662560218331
0.009863013698630137,757.0504201863808,728.0703141901369,750.9668490477508,733.8563885464865,763.3558214206886,745.8103706758577,760.8761867389704,753.8192451530834,756.7561407267383,737.7727285698393,759.1919517869401,751.6605597071821,730.8260553312317,758.6015846293924,735.4909084424373,756.3239190896688,746.1465257192182,758.4235150762211,759.543347375943,756.0909582273813,757.1600965459381,761.1100916121858,750.0092318095807,765.4603088717762,740.0461952241311,765.4501772438089,753.2168419741384,762.6457184020971,736.279458372927,753.0106388138,737.1738902637835,747.2197715646163,737.5872224142573,756.2192172585355,749.3707029732185,732.2216138956175,761.2943377322338,761.4016520071115,741.3217466353971,760.3022530885908,742.8104314771828,767.4991351038658,756.0459352006553,746.3124946034036,750.1254077078789,750.9763138212933,744.5068797104053,750.6273197964545,762.1503033496692,746.16566063006
0.011095890410958903,759.8028526429987,728.5918460992286,754.2530354270848,734.4069425242488,761.3925287709395,749.7273811083247,761.4194189693761,753.0997894448423,753.1259856300375,736.1259968399953,753.8107899992903,747.5252285037541,730.5772762491357,756.1596269835217,732.2917428689053,750.9667177084339,746.0210306990633,757.5878576531018,760.693062720988,761.8811909008151,756.5640486960151,760.0932966431344,749.7253245842945,766.9519990889069,740.5866378332153,759.1356916249265,748.3518491916627,762.8791710793752,735.0281641386792,757.0331347558966,736.2595628444433,744.5364394788996,745.2489696854326,757.3017704676078,748.3494295550927,732.6101967706005,758.4063976731662,763.9594129538926,741.8755233954564,761.7712241154273,739.966256580657,774.0126114628983,748.3861629388292,744.5420491327998,752.9951743441266,754.6860611556739,744.7121424787118,749.0086600380055,763.8506455087896,744.6459803506652
