strike,market_iv,sabr_iv
615.0,0.4206600903320313,0.14929919217972867
620.0,0.4138547384643554,0.14893890770938262
625.0,0.391485577392578,0.1485812067607134
630.0,0.3797669445800781,0.1482260509989126
635.0,0.3760438372802734,0.1478734029918011
640.0,0.3552615744018553,0.14752322618202748
645.0,0.343207251586914,0.14717548486034018
650.0,0.3187934332275389,0.1468301441398775
651.0,0.3410100079345703,0.14676136105431428
652.0,0.3423832852172851,0.146692672357801
654.0,0.3346318978881836,0.14655557706225228
655.0,0.3116523913574218,0.14648716993143074
656.0,0.3337774142456055,0.1464188561260728
657.0,0.3238287832641601,0.14635063538330353
658.0,0.3264227514648437,0.14628250744144075
659.0,0.3270330969238281,0.14621447203999066
660.0,0.3042672113037109,0.14614652891963945
661.0,0.3187934332275389,0.14607867782224462
662.0,0.3206244696044921,0.1460109184908314
663.0,0.3087227331542969,0.14594325066958347
664.0,0.3135139450073242,0.14587567410383628
665.0,0.2937692694091796,0.14580818854007177
666.0,0.2958139266967773,0.1457407937259085
667.0,0.310004458618164,0.14567348941009975
668.0,0.304419797668457,0.1456062753425225
669.0,0.3057930749511719,0.14553915127417189
670.0,0.2964853067016602,0.14547211695715584
671.0,0.301764794921875,0.1454051721446896
672.0,0.2996285858154296,0.14533831659108434
673.0,0.2968209967041015,0.14527155005174652
674.0,0.2955087539672851,0.14520487228316872
675.0,0.2662121719360352,0.14513828304292226
676.0,0.2913278875732421,0.14507178208965396
677.0,0.2860789166259765,0.14500536918307694
678.0,0.2786937365722656,0.14493904408396643
679.0,0.2820506365966796,0.14487280655415372
680.0,0.2655407919311523,0.1448066563565173
681.0,0.2790599438476562,0.14474059325498112
682.0,0.2768321829223632,0.14467461701450454
683.0,0.2771983901977538,0.14460872740107816
684.0,0.2752452847290039,0.14454292418172002
685.0,0.2711254528808594,0.1444772071244646
686.0,0.2712475219726562,0.14441157599836288
687.0,0.2661206201171875,0.14434603057347112
688.0,0.2649914810180663,0.14428057062084987
689.0,0.2378005908203124,0.14421519591255427
690.0,0.2361221408081054,0.14414990622163046
691.0,0.2594373373413086,0.14408470132211088
692.0,0.2594678546142578,0.1440195809890064
693.0,0.2556531954956055,0.14395454499830215
694.0,0.2556379368591309,0.1438895931269514
695.0,0.2537611245727539,0.143824725152871
696.0,0.2497938790893554,0.14375994085493485
697.0,0.2479018081665039,0.14369524001296938
698.0,0.2479933599853515,0.14363062240774777
699.0,0.2433547344970703,0.14356608782098468
700.0,0.2197343652343749,0.14350163603533012
701.0,0.2422866299438476,0.14343726683436753
702.0,0.2388076608276367,0.14337298000260315
703.0,0.214576946105957,0.14330877532546563
704.0,0.23418429397583,0.14324465258929997
705.0,0.2329788616943359,0.14318061158135895
706.0,0.2308731698608398,0.14311665208980284
707.0,0.2313309289550781,0.1430527739036916
708.0,0.2239610075378417,0.14298897681298087
709.0,0.2217942811584472,0.1429252606085154
710.0,0.2258073025512695,0.14286162508202832
711.0,0.2226945407104492,0.1427980700261305
712.0,0.2207719525146484,0.14273459523430948
713.0,0.2203447106933593,0.14267120050092372
714.0,0.2172929833984375,0.14260788562119883
715.0,0.1950764086914062,0.14254465039122075
716.0,0.213325737915039,0.14248149460793327
717.0,0.1929401995849609,0.1424184180691301
718.0,0.2105944419860839,0.14235542057345404
719.0,0.2089922851562499,0.1422925019203905
720.0,0.1897053686523437,0.14222966191026368
721.0,0.2055438333129882,0.14216690034422957
722.0,0.2038196073913574,0.14210421702427437
723.0,0.1971668418884277,0.14204161175320837
724.0,0.1999133964538574,0.1419790843346646
725.0,0.1982807223510742,0.14191663457308681
726.0,0.1977466700744629,0.14185426227373552
727.0,0.1958088232421875,0.1417919672426734
728.0,0.1940083041381836,0.14172974928677096
729.0,0.1752096640014648,0.14166760821368998
730.0,0.1734549208068848,0.14160554383189267
731.0,0.1722647471618652,0.1415435559506281
732.0,0.1890950231933593,0.14148164437993263
733.0,0.1829305340576171,0.14141980893062153
734.0,0.1677939666748047,0.1413580494142884
735.0,0.166649568939209,0.1412963656432993
736.0,0.1653373262023926,0.1412347574307887
737.0,0.1639487902832031,0.14117322459066042
738.0,0.1625907716369629,0.14111176693757524
739.0,0.1611564598083495,0.14105038428694686
740.0,0.1596611134338378,0.14098907645495062
741.0,0.1584556811523437,0.1409278432585005
742.0,0.1573875765991211,0.14086668451526943
743.0,0.1564110238647461,0.14080560004365267
744.0,0.1546105047607422,0.14074458966279782
745.0,0.1530846411132813,0.1406836531925765
746.0,0.1519555020141602,0.1406227904535994
747.0,0.1506432592773438,0.14056200126719146
748.0,0.1494378269958496,0.14050128545540777
749.0,0.1475762733459473,0.14044064284101057
750.0,0.1467370483398437,0.1403800732475004
751.0,0.1455316160583495,0.14031957649904883
752.0,0.1442346319580078,0.14025915242054832
753.0,0.1431970446777344,0.1401988008376354
754.0,0.1421594573974609,0.1401385215765926
755.0,0.1411066114807129,0.14007831446443567
756.0,0.1400537655639648,0.14001817932883853
757.0,0.1389856610107422,0.1399581159981843
758.0,0.1378870391845703,0.13989812430154283
759.0,0.1367884173583984,0.13983820406865358
760.0,0.135750830078125,0.1397783551299468
761.0,0.1348047946166992,0.13971857731651513
762.0,0.1337366900634765,0.13965887046013464
763.0,0.1329584996032715,0.13959923439323518
764.0,0.1321497918701172,0.1395396689489243
765.0,0.1310053941345214,0.13948017396096066
766.0,0.1300441000366211,0.1394207492637667
767.0,0.1294947891235351,0.13936139469241185
768.0,0.1288234091186523,0.1393021100826247
769.0,0.1279078909301758,0.13924289527077482
770.0,0.1271754763793945,0.13918375009387793
771.0,0.1264430618286132,0.139124674389591
772.0,0.1258021990966797,0.1390656679962104
773.0,0.1250392672729492,0.13900673075266143
774.0,0.1244899563598632,0.13894786249850585
