strike,market_iv,sabr_iv
615.0,0.4206600903320313,0.2624346946763827
620.0,0.4138547384643554,0.25386138380468354
625.0,0.391485577392578,0.24530929688003184
630.0,0.3797669445800781,0.2367757269729486
635.0,0.3760438372802734,0.22825779499127472
640.0,0.3552615744018553,0.21975242210291895
645.0,0.343207251586914,0.2112562968952535
650.0,0.3187934332275389,0.20276583595217734
651.0,0.3410100079345703,0.20106808624092293
652.0,0.3423832852172851,0.1993703752636006
654.0,0.3346318978881836,0.19597493471835456
655.0,0.3116523913574218,0.19427713612092096
656.0,0.3337774142456055,0.19257923815183164
657.0,0.3238287832641601,0.19088120455642618
658.0,0.3264227514648437,0.18918299833844895
659.0,0.3270330969238281,0.18748458173289595
660.0,0.3042672113037109,0.18578591617761686
661.0,0.3187934332275389,0.18408696228359042
662.0,0.3206244696044921,0.1823876798038052
663.0,0.3087227331542969,0.180688027600658
664.0,0.3135139450073242,0.17898796361178565
665.0,0.2937692694091796,0.177287444814234
666.0,0.2958139266967773,0.17558642718686485
667.0,0.310004458618164,0.1738848656708934
668.0,0.304419797668457,0.17218271412843866
669.0,0.3057930749511719,0.17047992529896303
670.0,0.2964853067016602,0.1687764507534694
671.0,0.301764794921875,0.1670722408463083
672.0,0.2996285858154296,0.16536724466444355
673.0,0.2968209967041015,0.16366140997400763
674.0,0.2955087539672851,0.16195468316396783
675.0,0.2662121719360352,0.16024700918670748
676.0,0.2913278875732421,0.15853833149531393
677.0,0.2860789166259765,0.15682859197734625
678.0,0.2786937365722656,0.15511773088483413
679.0,0.2820506365966796,0.15340568676024605
680.0,0.2655407919311523,0.15169239635813375
681.0,0.2790599438476562,0.14997779456214297
682.0,0.2768321829223632,0.14826181429704502
683.0,0.2771983901977538,0.14654438643542358
684.0,0.2752452847290039,0.14482543969860898
685.0,0.2711254528808594,0.14310490055142086
686.0,0.2712475219726562,0.14138269309023635
687.0,0.2661206201171875,0.139658738923861
688.0,0.2649914810180663,0.1379329570466248
689.0,0.2378005908203124,0.13620526370307287
690.0,0.2361221408081054,0.13447557224355952
691.0,0.2594373373413086,0.13274379296998545
692.0,0.2594678546142578,0.13100983297084157
693.0,0.2556531954956055,0.12927359594463958
694.0,0.2556379368591309,0.1275349820107101
695.0,0.2537611245727539,0.1257938875062482
696.0,0.2497938790893554,0.12405020476836398
697.0,0.2479018081665039,0.12230382189975882
698.0,0.2479933599853515,0.1205546225165009
699.0,0.2433547344970703,0.11880248547620008
700.0,0.2197343652343749,0.11704728458469013
701.0,0.2422866299438476,0.11528888827910493
702.0,0.2388076608276367,0.11352715928499131
703.0,0.214576946105957,0.11176195424481374
704.0,0.23418429397583,0.10999312331488921
705.0,0.2329788616943359,0.10822050972741673
706.0,0.2308731698608398,0.10644394931385222
707.0,0.2313309289550781,0.10466326998539004
708.0,0.2239610075378417,0.10287829116576379
709.0,0.2217942811584472,0.10108882317093443
710.0,0.2258073025512695,0.09929466652950014
711.0,0.2226945407104492,0.09749561123679945
712.0,0.2207719525146484,0.09569143593469914
713.0,0.2203447106933593,0.09388190700789052
714.0,0.2172929833984375,0.09206677758617916
715.0,0.1950764086914062,0.09024578644067552
716.0,0.213325737915039,0.08841865675994896
717.0,0.1929401995849609,0.0865850947900337
718.0,0.2105944419860839,0.08474478831962819
719.0,0.2089922851562499,0.08289740498880223
720.0,0.1897053686523437,0.08104259039597007
721.0,0.2055438333129882,0.07917996597364992
722.0,0.2038196073913574,0.07730912659851859
723.0,0.1971668418884277,0.07542963789531418
724.0,0.1999133964538574,0.0735410331870638
725.0,0.1982807223510742,0.07164281003572959
726.0,0.1977466700744629,0.06973442630744321
727.0,0.1958088232421875,0.06781529568483703
728.0,0.1940083041381836,0.0658847825353954
729.0,0.1752096640014648,0.0639421960291586
730.0,0.1734549208068848,0.06198678338172499
731.0,0.1722647471618652,0.060017722079969325
732.0,0.1890950231933593,0.058034110929949555
733.0,0.1829305340576171,0.056034959752729985
734.0,0.1677939666748047,0.05401917755161198
735.0,0.166649568939209,0.05198555899789639
736.0,0.1653373262023926,0.04993276915967142
737.0,0.1639487902832031,0.04785932658348488
738.0,0.1625907716369629,0.04576358523883892
739.0,0.1611564598083495,0.04364371666346512
740.0,0.1596611134338378,0.04149769533944694
741.0,0.1584556811523437,0.03932329380378382
742.0,0.1573875765991211,0.03711810124954731
743.0,0.1564110238647461,0.03487959493568006
744.0,0.1546105047607422,0.03260532837114804
745.0,0.1530846411132813,0.030293381057077906
746.0,0.1519555020141602,0.02794341401716243
747.0,0.1506432592773438,0.025559200901831267
748.0,0.1494378269958496,0.02315499031818787
749.0,0.1475762733459473,0.02077250104171187
750.0,0.1467370483398437,0.01852817436174494
751.0,0.1455316160583495,0.016728966546834593
752.0,0.1442346319580078,0.01595156143966628
753.0,0.1431970446777344,0.016490129394084698
754.0,0.1421594573974609,0.017892767869596978
755.0,0.1411066114807129,0.01966845070566975
756.0,0.1400537655639648,0.021581288872799306
757.0,0.1389856610107422,0.023535429278852566
758.0,0.1378870391845703,0.025491306661335162
759.0,0.1367884173583984,0.027432070012290928
760.0,0.135750830078125,0.029350611274281426
761.0,0.1348047946166992,0.031244247075169554
762.0,0.1337366900634765,0.03311238211356572
763.0,0.1329584996032715,0.034955419433528624
764.0,0.1321497918701172,0.03677422812781184
765.0,0.1310053941345214,0.038569874820781204
766.0,0.1300441000366211,0.040343485896518864
767.0,0.1294947891235351,0.042096176933433475
768.0,0.1288234091186523,0.04382901762397077
769.0,0.1279078909301758,0.04554301575270445
770.0,0.1271754763793945,0.04723911147148332
771.0,0.1264430618286132,0.04891817709066147
772.0,0.1258021990966797,0.05058101973494014
773.0,0.1250392672729492,0.052228385380129645
774.0,0.1244899563598632,0.053860963440455815
775.0,0.1237880590820312,0.05547939144702789
776.0,0.1232387481689453,0.05708425957096602
777.0,0.1225215922546386,0.058676114867273456
778.0,0.1219265054321289,0.060255465186006246
779.0,0.1214992636108398,0.06182278273719834
780.0,0.1209194354248047,0.06337850731803313
781.0,0.1203396072387695,0.06492304922214016
782.0,0.1200649517822265,0.06645679185617472
783.0,0.1195156408691406,0.06798009409048644
784.0,0.1196377099609374,0.0694932923703042
785.0,0.1186611572265625,0.07099670261248357
786.0,0.118172880859375,0.07249062191085644
787.0,0.1179287426757812,0.07397533007112343
788.0,0.1175320181274414,0.07545109099407458
789.0,0.117196328125,0.0769181539238886
790.0,0.1167385690307617,0.07837675457637418
791.0,0.1167690863037109,0.07982711616029797
792.0,0.1167080517578125,0.0812694503034523
793.0,0.1160366717529296,0.0827039578936738
794.0,0.1159146026611328,0.08413082984391718
795.0,0.1157314990234375,0.08555024778935072
796.0,0.115670464477539,0.08696238472352255
797.0,0.1157314990234375,0.08836740557989127
798.0,0.1154263262939453,0.08976546776419415
799.0,0.1153042572021484,0.09115672164256525
800.0,0.1150601190185546,0.09254131098979669
805.0,0.1153042572021484,0.09936890978908575
810.0,0.116219775390625,0.1060483098445704
815.0,0.1179287426757812,0.11259204631524998
820.0,0.1193935717773437,0.11901058797871053
825.0,0.122079091796875,0.1253128056302373
830.0,0.12500875,0.13150631094134813
835.0,0.1284266845703124,0.13759770710978977
